gameid,playoffs,game,team_x,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,team kpm,ckpm,firstdragon,dragons,elementaldrakes,infernals,mountains,clouds,oceans,elders,firstherald,heralds,firstbaron,barons,firsttower,towers,firstmidtower,firsttothreetowers,inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,golddiffat10,xpdiffat10,csdiffat10,golddiffat15,xpdiffat15,csdiffat15,team_y
ESPORTSTMNT02/1032209,1,1,SANDBOX Gaming,2289,0,3,-3,-5,1.0,0.0,0.0,0.0,1.0,0.07869999999999999,0.0,0.0,-6.0,-5.0,0.0,-3.0,-2.0,0.0,-1.0,1.0,1.0,0.0,-2.0,1.0,-4.0,1.0,1.0,-1.0,1761,46.15989999999988,-231.53340000000026,457.3787,-3,-0.07870000000000044,-9,-0.2359,-16,33.0,0.8649999999999984,-2795,-2795,-73.26350000000002,2892.0,0.09154939999999999,4,-23,11,2182.0,1290.0,21.0,2056.0,296.0,13.0,DAMWON Gaming
ESPORTSTMNT02/1032253,1,2,DAMWON Gaming,1805,0,-1,1,-9,0.0,0.0,0.0,0.0,0.0,-0.03330000000000005,0.0,0.0,-2.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-4.0,0.0,0.0,-1.0,-11211,-372.6648,458.8254999999999,464.97509999999966,-24,-0.7978000000000001,-5,-0.1661999999999999,4,-63.0,-2.0942,-5559,-5559,-184.78669999999988,2295.0,0.08743279999999999,-4,10,-12,-1363.0,-1684.0,-51.0,-349.0,656.0,-42.0,SANDBOX Gaming
ESPORTSTMNT02/1032255,1,3,SANDBOX Gaming,1661,0,-11,11,-28,-3.0,0.0,0.0,0.0,1.0,-0.39730000000000004,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-2.0,-30089,-1086.8994999999998,675.0993000000003,-218.1818000000003,-5,-0.18069999999999986,-10,-0.3612000000000002,-12,-4.0,-0.14449999999999985,-13590,-13590,-490.90909999999997,-8733.0,-0.384998,-73,-33,-20,-553.0,-744.0,-18.0,-690.0,-500.0,-8.0,DAMWON Gaming
4788-5836,1,1,JD Gaming,1761,1,16,-16,46,3.0,1.0,0.0,0.0,1.0,0.5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,14470,493.0153,-444.7019,218.5349000000001,-15,-0.5110000000000001,13,0.44289999999999985,0,12.0,0.40890000000000004,8830,8830,300.8518,3425.0,0.1449506,-16,-26,-3,1558.0,258.0,-23.0,1714.0,-10.0,-37.0,Team WE
4788-5837,1,2,Team WE,1500,1,14,-14,16,4.0,0.0,0.0,0.0,1.0,0.56,0.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,2.0,11044,441.76,-161.51999999999998,423.6400000000001,5,0.20000000000000018,5,0.19999999999999996,-3,66.0,2.6399999999999997,16905,16905,676.2,14073.0,0.688646,127,22,43,2833.0,2136.0,49.0,9314.0,6851.0,117.0,JD Gaming
4788-5838,1,3,Team WE,2296,0,-4,4,-14,0.0,1.0,0.0,0.0,0.0,-0.10449999999999998,0.0,0.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-8.0,1.0,0.0,-2.0,-14823,-387.36069999999995,314.9476999999997,536.9425000000001,-47,-1.2282000000000002,18,0.47039999999999993,-10,-43.0,-1.1237000000000004,-13154,-13154,-343.74569999999994,-5943.0,-0.1761242,20,35,2,-1747.0,-434.0,-23.0,-2618.0,704.0,-27.0,JD Gaming
4788-5839,1,4,Team WE,2233,0,-11,10,-39,-2.0,0.0,0.0,0.0,0.0,-0.29560000000000003,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,-2.0,1.0,-7.0,0.0,1.0,-2.0,-19882,-534.223,627.3534,408.6341000000002,-29,-0.7792000000000003,19,0.5105000000000002,-9,-64.0,-1.7196999999999996,-9855,-9855,-264.8007,-7817.0,-0.241484,31,57,8,-2555.0,-813.0,-32.0,-3403.0,-1999.0,-35.0,JD Gaming
ESPORTSTMNT02/1032563,1,1,DRX,1667,1,17,-17,35,4.0,2.0,0.0,0.0,1.0,0.6119,0.0,1.0,1.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,12606,453.72530000000006,-78.10439999999971,519.7719999999999,3,0.10790000000000033,-1,-0.03600000000000003,3,15.0,0.5399000000000003,8989,8989,323.53919999999994,5987.0,0.259732,25,6,17,-30.0,39.0,-33.0,-2147.0,-131.0,-42.0,DAMWON Gaming
ESPORTSTMNT02/1032585,1,2,DAMWON Gaming,1590,0,-12,12,-36,-2.0,-1.0,0.0,0.0,0.0,-0.4528,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,-7.0,0.0,0.0,-1.0,-5868,-221.4339,110.94340000000011,107.13210000000004,-42,-1.5848999999999998,25,0.9434000000000002,4,-37.0,-1.3961999999999994,-10068,-10068,-379.92449999999997,-5530.0,-0.25832,38,15,7,855.0,404.0,58.0,-1424.0,-3474.0,38.0,DRX
ESPORTSTMNT02/1032586,1,3,DRX,1764,1,20,-20,40,5.0,0.0,0.0,0.0,0.0,0.6802999999999999,0.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,33761,1148.3333,-832.3809999999999,-47.89110000000028,31,1.0545,-2,-0.06800000000000006,5,104.0,3.5374,15384,15384,523.2652999999999,11840.0,0.467246,82,9,33,951.0,811.0,25.0,2536.0,1557.0,29.0,DAMWON Gaming
ESPORTSTMNT05/1110382,1,1,Fnatic,2193,1,2,-2,26,0.0,0.0,0.0,0.0,0.0,0.054700000000000026,0.0,1.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,-2522,-69.00139999999988,87.57870000000003,-134.93840000000023,-10,-0.27360000000000007,-6,-0.1641999999999999,1,-48.0,-1.3131999999999993,4851,4851,132.7222999999999,1317.0,0.041453199999999996,103,50,27,234.0,209.0,29.0,-1131.0,-1287.0,27.0,Splyce
ESPORTSTMNT05/1110395,1,2,Splyce,2015,1,9,-9,18,1.0,2.0,1.0,0.0,1.0,0.26799999999999996,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,24659,734.2629999999999,-508.0198999999998,1118.5607999999997,27,0.8039999999999998,-7,-0.20839999999999992,-3,78.0,2.3225999999999996,10518,10518,313.19100000000003,3885.0,0.1349954,29,-29,34,2201.0,1296.0,33.0,3785.0,713.0,10.0,Fnatic
ESPORTSTMNT05/1110396,1,3,Fnatic,2413,1,-2,2,-8,3.0,-2.0,0.0,0.0,0.0,-0.04970000000000002,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,3.0,1.0,10.0,1.0,1.0,6.0,-16167,-401.9974999999997,539.5027,278.7651000000001,-29,-0.7210999999999999,1,0.024899999999999922,8,-17.0,-0.42270000000000074,2343,2343,58.259399999999914,2605.0,0.0681914,162,38,86,1557.0,2161.0,25.0,1767.0,1662.0,34.0,Splyce
ESPORTSTMNT05/1110398,1,4,Splyce,1662,0,-13,13,-37,-2.0,0.0,0.0,0.0,1.0,-0.4693,0.0,0.0,-4.0,-4.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-3.0,-21537,-777.509,618.0145000000002,594.2599,-3,-0.10829999999999984,-18,-0.6497999999999999,-16,-32.0,-1.1551999999999998,-12034,-12034,-434.44040000000007,-10890.0,-0.46017399999999997,-44,8,-17,-1230.0,-662.0,-31.0,-1626.0,-1642.0,-39.0,Fnatic
4790-5843,1,1,Royal Never Give Up,1801,0,-5,5,-14,-1.0,0.0,0.0,0.0,0.0,-0.16659999999999997,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-3.0,0.0,1.0,-1.0,-710,-23.653600000000097,-74.02549999999997,-245.4969000000001,9,0.2998000000000003,-10,-0.33309999999999995,-1,38.0,1.266,-6591,-6591,-219.57809999999995,-2625.0,-0.1141366,8,1,-5,-182.0,179.0,27.0,-13.0,-650.0,-23.0,JD Gaming
4790-5844,1,2,JD Gaming,1651,0,2,-2,-9,-2.0,0.0,0.0,0.0,1.0,0.07269999999999999,0.0,0.0,-4.0,-4.0,0.0,-2.0,-1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-5.0,1.0,0.0,-2.0,-4492,-163.2465000000002,322.6044999999999,1212.974,-13,-0.4724000000000004,-1,-0.0363,-11,-21.0,-0.7632000000000003,-2347,-2347,-85.29380000000015,317.0,0.01292782,32,11,15,311.0,531.0,-21.0,461.0,2179.0,21.0,Royal Never Give Up
4790-5845,1,3,Royal Never Give Up,2272,1,12,-12,39,2.0,0.0,0.0,0.0,0.0,0.31690000000000007,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,-6849,-180.87149999999997,266.9630000000002,1093.5211,-1,-0.026499999999999968,-12,-0.31689999999999996,7,-54.0,-1.4260000000000002,6916,6916,182.6409000000001,6140.0,0.19256700000000002,27,37,2,322.0,-310.0,-22.0,-953.0,-336.0,-24.0,JD Gaming
4790-5846,1,4,JD Gaming,2105,1,6,-6,17,4.0,1.0,0.0,0.0,0.0,0.17110000000000003,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,2.0,1.0,7.0,0.0,1.0,1.0,20965,597.5772,-385.3397,-1262.9643999999998,9,0.25649999999999995,14,0.399,-6,91.0,2.5938,11108,11108,316.61760000000004,4920.0,0.16959660000000001,8,-29,8,7.0,-105.0,7.0,736.0,1601.0,38.0,Royal Never Give Up
4790-5847,1,5,Royal Never Give Up,2076,0,-11,10,-18,-4.0,0.0,0.0,0.0,0.0,-0.3179,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-5.0,0.0,0.0,-2.0,-25764,-744.6243,381.61850000000004,751.3873000000001,-4,-0.1155999999999997,4,0.11559999999999993,5,-35.0,-1.0115999999999996,-9559,-9559,-276.2716999999999,-2470.0,-0.0874568,-44,-13,-20,306.0,-469.0,-27.0,599.0,446.0,-4.0,JD Gaming
ESPORTSTMNT05/1110451,1,1,G2 Esports,2914,1,-6,6,-23,-3.0,-1.0,0.0,0.0,1.0,-0.12349999999999997,0.0,0.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,-32284,-664.7358000000002,978.6136000000001,-74.61909999999989,13,0.26759999999999984,16,0.3293999999999999,15,74.0,1.5236999999999998,2610,2610,53.740600000000086,-5117.0,-0.12173699999999998,105,44,20,-1401.0,-1503.0,-27.0,-785.0,-208.0,-20.0,Origen
ESPORTSTMNT05/1110470,1,2,G2 Esports,1889,1,11,-11,24,2.0,1.0,1.0,0.0,1.0,0.3494,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,2.0,13603,432.06989999999996,-73.05449999999973,-1079.9047,27,0.8576000000000001,9,0.28590000000000004,15,90.0,2.858599999999999,12624,12624,400.97400000000005,7870.0,0.309934,72,19,12,494.0,-448.0,-14.0,733.0,-162.0,-13.0,Origen
ESPORTSTMNT05/1110471,1,3,G2 Esports,1525,1,12,-12,26,2.0,0.0,0.0,0.0,1.0,0.4721000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,6.0,1.0,1.0,1.0,27127,1067.2918000000002,-567.4623000000001,-583.7507999999998,22,0.8655999999999997,15,0.5902000000000001,4,89.0,3.5017000000000005,7033,7033,276.7081999999999,4841.0,0.22006799999999999,59,32,18,1558.0,1037.0,-3.0,3418.0,2209.0,4.0,Origen
ESPORTSTMNT02/1032953,1,1,Team SoloMid,1613,0,-6,6,-11,1.0,0.0,0.0,0.0,1.0,-0.2232,0.0,0.0,-3.0,-3.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-1.0,-5629,-209.38630000000012,36.00749999999971,-382.02099999999996,-11,-0.40920000000000023,-7,-0.2604000000000002,-1,-59.0,-2.194699999999999,-9592,-9592,-356.80100000000016,-3033.0,-0.1545812,-45,-12,-14,107.0,-154.0,20.0,-1464.0,-1715.0,7.0,Cloud9
ESPORTSTMNT02/1032965,1,2,Cloud9,1630,1,8,-8,15,1.0,0.0,0.0,0.0,1.0,0.2945,0.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,4714,173.52150000000006,101.44790000000012,70.2699,-3,-0.11039999999999983,10,0.3681,3,64.0,2.3558000000000003,10669,10669,392.72390000000007,6660.0,0.29980999999999997,51,2,12,836.0,732.0,10.0,3680.0,3664.0,36.0,Team SoloMid
ESPORTSTMNT02/1032967,1,3,Team SoloMid,2622,1,13,-13,31,4.0,1.0,0.0,0.0,1.0,0.2975,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,3.0,1.0,1.0,1.0,37323,854.0733,-540.7552000000001,329.3591999999999,-6,-0.1373000000000002,0,0.0,-7,-33.0,-0.7551999999999994,4851,4851,111.00689999999986,1492.0,0.0422042,3,15,26,625.0,65.0,4.0,1939.0,376.0,1.0,Cloud9
ESPORTSTMNT02/1032971,1,4,Cloud9,1546,0,-11,11,-20,-2.0,0.0,0.0,0.0,0.0,-0.427,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-1.0,-8606,-333.99749999999995,-57.671400000000176,47.580900000000156,-4,-0.1553,10,0.3880999999999999,1,39.0,1.5134999999999996,-9629,-9629,-373.6998000000001,-4525.0,-0.21986,-20,-19,-2,-631.0,-415.0,6.0,-1556.0,-871.0,47.0,Team SoloMid
ESPORTSTMNT02/1032972,1,5,Cloud9,2409,0,-5,5,-20,-1.0,-1.0,0.0,0.0,0.0,-0.1245,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-2.0,1.0,-8.0,1.0,1.0,-3.0,-437,-10.884199999999964,-64.13449999999966,1055.7408999999998,-19,-0.47330000000000005,17,0.4234,2,14.0,0.3487,-7092,-7092,-176.63760000000002,-1080.0,-0.0333796,-19,0,-5,473.0,891.0,22.0,1512.0,-562.0,-2.0,Team SoloMid
ESPORTSTMNT02/1032986,1,1,SK Telecom T1,2353,1,6,-6,12,1.0,0.0,0.0,0.0,0.0,0.15300000000000008,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,10381,264.7089000000001,-260.32299999999987,-213.86310000000003,28,0.7140000000000004,-10,-0.2548999999999999,-7,72.0,1.8359000000000005,8230,8230,209.85979999999995,4592.0,0.1344086,52,-5,8,921.0,686.0,45.0,1299.0,-106.0,37.0,DRX
ESPORTSTMNT02/1033014,1,2,DRX,2744,0,-1,1,-11,0.0,0.0,0.0,0.0,1.0,-0.02190000000000003,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-2.0,1.0,3.0,0.0,1.0,0.0,-5464,-119.47519999999986,568.5787,-39.86149999999998,-56,-1.2244999999999995,45,0.984,0,38.0,0.8308999999999997,-42,-42,-0.9184000000000196,6183.0,0.15156,67,28,42,794.0,366.0,-13.0,2528.0,1013.0,-11.0,SK Telecom T1
4791-5848,1,1,Top Esports,1516,1,9,-9,32,2.0,1.0,0.0,0.0,1.0,0.35619999999999996,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,30003,1187.4537999999998,-771.6886999999997,-1358.1530000000002,4,0.1583000000000001,15,0.5937,5,84.0,3.3245000000000005,10373,10373,410.5409000000001,6020.0,0.291632,7,-5,3,1377.0,245.0,-6.0,2236.0,645.0,7.0,SinoDragon Gaming
ESPORTSTMNT02/1033016,1,3,SK Telecom T1,2237,1,8,-8,9,2.0,0.0,0.0,0.0,1.0,0.2145,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,9607,257.67539999999985,493.14260000000013,469.91509999999994,-29,-0.7778,-2,-0.053600000000000314,-12,-12.0,-0.32179999999999964,10109,10109,271.1399000000001,6953.0,0.21222,88,5,41,224.0,-463.0,12.0,199.0,-272.0,5.0,DRX
4791-5849,1,2,SinoDragon Gaming,1481,0,-10,10,-27,-2.0,-1.0,0.0,0.0,0.0,-0.4051,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-5.0,0.0,0.0,-1.0,-5348,-216.66440000000011,128.42680000000018,-36.17820000000006,-12,-0.4861,-5,-0.2024999999999999,-9,-72.0,-2.9169,-9291,-9291,-376.4078999999999,-5590.0,-0.277454,16,1,15,85.0,102.0,1.0,-723.0,-577.0,-1.0,Top Esports
4791-5850,1,3,Top Esports,1775,1,4,-4,7,2.0,0.0,0.0,0.0,0.0,0.13519999999999993,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,-1324,-44.75489999999991,-128.6197000000002,-1190.9745999999998,17,0.5745999999999998,10,0.33809999999999985,11,40.0,1.3521999999999998,4363,4363,147.48170000000005,2492.0,0.09878300000000001,-21,0,-8,-1161.0,-133.0,8.0,-4251.0,-2142.0,-11.0,SinoDragon Gaming
ESPORTSTMNT02/1033056,1,1,Team Liquid,2355,1,3,-3,18,-1.0,-2.0,-1.0,0.0,1.0,0.07649999999999996,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,5.0,1.0,1.0,2.0,14092,359.0318999999997,-422.95550000000003,289.22289999999975,30,0.7643999999999997,4,0.10189999999999988,10,58.0,1.4776999999999996,5928,5928,151.03189999999995,-38.0,-0.001171682,-19,-16,12,1832.0,831.0,20.0,2421.0,824.0,21.0,FlyQuest
ESPORTSTMNT02/1033067,1,2,Team Liquid,1443,1,7,-7,20,0.0,0.0,0.0,0.0,1.0,0.291,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,13336,554.5115000000001,-722.1205999999997,251.5592999999999,21,0.8731,7,0.2910999999999999,2,81.0,3.3680000000000003,12088,12088,502.6194999999999,6335.0,0.347528,33,-15,11,1414.0,1001.0,32.0,3280.0,1923.0,56.0,FlyQuest
ESPORTSTMNT02/1033073,1,3,Team Liquid,1891,1,9,-9,12,1.0,0.0,0.0,0.0,1.0,0.28559999999999997,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,21166,671.5812000000001,-348.95820000000003,561.0047,0,0.0,10,0.31730000000000014,-6,70.0,2.221099999999999,10511,10511,333.50609999999995,5830.0,0.23204,67,-14,45,140.0,356.0,4.0,1634.0,797.0,7.0,FlyQuest
4792-5851,1,1,FunPlus Phoenix,2389,1,9,-9,32,2.0,1.0,0.0,0.0,1.0,0.2261,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,6539,164.2276999999999,284.65459999999985,529.4767999999999,-33,-0.8288000000000002,19,0.47720000000000007,-16,-15.0,-0.37670000000000137,7537,7537,189.2926,2442.0,0.07251239999999999,-8,-27,13,118.0,329.0,-10.0,1950.0,719.0,-8.0,JD Gaming
4792-5852,1,2,JD Gaming,1353,1,12,-12,34,1.0,0.0,0.0,0.0,1.0,0.5321,0.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,14528,644.2572,-712.0177000000001,-576.8515,16,0.7094999999999998,9,0.3991,-3,48.0,2.1285999999999996,6966,6966,308.9136000000001,4755.0,0.262726,-4,-8,13,3143.0,286.0,-10.0,3743.0,-1291.0,-31.0,FunPlus Phoenix
4792-5853,1,3,FunPlus Phoenix,1617,1,9,-9,18,3.0,0.0,0.0,0.0,1.0,0.33399999999999996,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6620,245.64010000000007,66.90160000000014,180.14840000000004,-3,-0.11129999999999995,15,0.5566,-5,51.0,1.8923999999999994,12824,12824,475.8440999999999,5317.0,0.259736,76,21,19,1489.0,1265.0,41.0,2108.0,1077.0,41.0,JD Gaming
4792-5854,1,4,FunPlus Phoenix,2141,0,-2,2,-29,-1.0,-1.0,0.0,0.0,1.0,-0.05609999999999993,0.0,0.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,-24587,-689.0331999999999,763.6338000000001,1963.5778,2,0.05600000000000005,-14,-0.3924000000000001,13,-59.0,-1.6533999999999995,-3624,-3624,-101.56010000000015,890.0,0.028283199999999998,-21,14,-6,121.0,-411.0,-10.0,-1056.0,-1139.0,-3.0,JD Gaming
4792-5855,1,5,FunPlus Phoenix,2289,0,-1,1,-14,-2.0,-1.0,0.0,0.0,1.0,-0.0262,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,-8.0,0.0,0.0,-2.0,-18313,-480.0263,401.6776,708.5977,16,0.41939999999999955,3,0.07869999999999999,14,-18.0,-0.4718,-6107,-6107,-160.07870000000003,-818.0,-0.026140800000000002,-45,-3,-10,322.0,-1439.0,-60.0,-2134.0,-1809.0,-79.0,JD Gaming
ESPORTSTMNT05/1110704,1,1,Origen,1932,1,4,-4,11,1.0,0.0,0.0,0.0,1.0,0.12419999999999998,0.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,53873,1673.0744999999997,-1294.8758000000003,-1794.9688999999998,8,0.24840000000000018,12,0.37270000000000003,15,78.0,2.4223,10829,10829,336.3043,7360.0,0.27839200000000003,35,-13,17,3370.0,2287.0,82.0,6760.0,3353.0,109.0,Fnatic
ESPORTSTMNT05/1110705,1,2,Fnatic,2226,0,-14,14,-44,-1.0,-1.0,0.0,0.0,0.0,-0.37740000000000007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-5914,-159.4069999999997,323.8814000000002,-1799.1104999999998,3,0.08079999999999998,1,0.026899999999999924,12,49.0,1.3208000000000002,-4886,-4886,-131.69810000000007,6245.0,0.194027,108,23,53,-261.0,-467.0,-1.0,2025.0,589.0,22.0,Origen
ESPORTSTMNT05/1110706,1,3,Fnatic,1557,1,14,-15,14,1.0,0.0,0.0,0.0,1.0,0.5395,0.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3862,148.82470000000012,313.4104000000002,-6.319899999999961,8,0.3083,14,0.5395000000000001,16,18.0,0.6937000000000006,13211,13211,509.09440000000006,9625.0,0.45068800000000003,99,25,27,1572.0,883.0,-5.0,4795.0,4369.0,24.0,Origen
ESPORTSTMNT05/1110707,1,4,Origen,1999,1,11,-11,24,2.0,0.0,0.0,0.0,0.0,0.3301,0.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,25548,766.8235,-1035.938,109.61479999999983,6,0.18009999999999993,3,0.09009999999999985,-7,68.0,2.0410000000000004,9816,9816,294.6272999999999,2748.0,0.1022816,-16,-15,14,411.0,1042.0,0.0,1447.0,2856.0,37.0,Fnatic
ESPORTSTMNT02/1024049,1,1,Team Liquid,2409,0,-8,8,-18,-3.0,-2.0,-1.0,0.0,1.0,-0.1992,0.0,1.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-2.0,1.0,-5.0,1.0,1.0,-2.0,-2169,-54.02240000000029,-345.1805999999997,378.4059000000002,-8,-0.19919999999999982,4,0.0996999999999999,-11,-9.0,-0.22409999999999997,-11417,-11417,-284.3587,-5630.0,-0.1657344,-18,-13,-7,814.0,631.0,5.0,879.0,2.0,7.0,Team SoloMid
ESPORTSTMNT02/1024057,1,2,Team SoloMid,2088,1,4,-4,18,1.0,0.0,0.0,0.0,1.0,0.1149,0.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,-9496,-272.8734999999999,336.37930000000006,1456.9828000000002,29,0.8333999999999997,-25,-0.7182999999999999,11,-37.0,-1.0632000000000001,3349,3349,96.23559999999998,-1439.0,-0.0511548,-3,6,6,-691.0,79.0,-25.0,-1076.0,309.0,-40.0,Team Liquid
ESPORTSTMNT02/1024067,1,3,Team Liquid,2393,1,5,-5,21,1.0,0.0,0.0,0.0,0.0,0.12530000000000002,0.0,1.0,2.0,1.0,0.0,2.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,9733,244.0367000000001,-553.8404,288.79230000000007,10,0.2507999999999999,-1,-0.025100000000000122,-3,30.0,0.7520999999999995,9765,9765,244.83910000000014,2808.0,0.08557200000000001,-29,-37,-1,-156.0,537.0,34.0,241.0,928.0,59.0,Team SoloMid
ESPORTSTMNT02/1024070,1,4,Team SoloMid,1502,0,-12,13,-27,0.0,0.0,0.0,0.0,0.0,-0.47939999999999994,0.0,0.0,-3.0,-3.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-1.0,-10687,-426.9108,652.8094999999998,-285.2197000000001,-14,-0.5592999999999999,5,0.19979999999999998,2,-37.0,-1.4780000000000006,-11251,-11251,-449.44079999999985,-7305.0,-0.35416,-2,21,-14,-1284.0,-897.0,-4.0,-4405.0,-2816.0,5.0,Team Liquid
