gameid,playoffs,game,team_x,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,team kpm,ckpm,firstdragon,dragons,elementaldrakes,infernals,mountains,clouds,oceans,elders,firstherald,heralds,firstbaron,barons,firsttower,towers,firstmidtower,firsttothreetowers,inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,golddiffat10,xpdiffat10,csdiffat10,golddiffat15,xpdiffat15,csdiffat15,team_y
ESPORTSTMNT01/1084248,0,3,Machi Esports,1873,1,10,-10,21,2.0,1.0,0.0,0.0,0.0,0.3203,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,13860,443.9936,-287.53870000000006,419.2632000000001,13,0.4165000000000001,-7,-0.22419999999999995,18,0.0,0.0,9044,9044,289.717,5480.0,0.219244,60,13,20,-1000.0,-287.0,-3.0,1982.0,2475.0,-21.0,Dragon Gate Team
ESPORTSTMNT01/1084279,0,2,DAMWON Gaming,1916,0,-18,18,-35,-4.0,-1.0,0.0,0.0,0.0,-0.5636,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-3.0,-19609,-614.0605,490.99159999999983,-365.73070000000007,-1,-0.031299999999999883,-35,-1.0959999999999999,0,-118.0,-3.6952,-18221,-18221,-570.595,-12995.0,-0.49100200000000005,-77,-16,-25,-1046.0,-409.0,-3.0,-3640.0,-4570.0,-27.0,Griffin
ESPORTSTMNT01/1074172,0,1,Echo Fox,2223,1,5,-5,10,-1.0,0.0,0.0,0.0,0.0,0.135,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1219,32.90150000000017,83.77869999999984,248.1781000000001,-17,-0.4588000000000001,1,0.026900000000000146,-18,10.0,0.2698999999999998,9140,9140,246.69370000000004,3275.0,0.1133954,41,-6,11,894.0,1064.0,35.0,2790.0,2077.0,26.0,Team Liquid
ESPORTSTMNT01/1074190,0,1,Clutch Gaming,1768,0,-6,6,-14,-1.0,0.0,0.0,0.0,1.0,-0.2036,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,-7.0,1.0,1.0,-2.0,960,32.5791999999999,-193.30320000000006,-1022.4095000000002,-25,-0.8483999999999998,9,0.3053999999999999,6,15.0,0.5090999999999992,-7883,-7883,-267.5226,2850.0,0.12398039999999999,21,16,-1,738.0,709.0,-4.0,1583.0,1182.0,-10.0,Team SoloMid
ESPORTSTMNT01/1074203,0,1,Cloud9,1495,1,8,-8,22,1.0,0.0,0.0,0.0,1.0,0.32100000000000006,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,8736,350.6085999999998,-282.9029999999998,276.04009999999994,25,1.0034,-3,-0.12040000000000006,-2,43.0,1.7256999999999998,11930,11930,478.79600000000005,5410.0,0.279082,12,-16,12,364.0,-886.0,-15.0,3138.0,675.0,-1.0,FlyQuest
ESPORTSTMNT01/1074277,0,1,Afreeca Freecs,2248,1,5,-5,8,1.0,0.0,0.0,0.0,1.0,0.13339999999999996,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,5.0,21167,564.9554999999998,-447.3843999999999,-633.6298999999999,19,0.5071000000000003,8,0.21350000000000025,-9,106.0,2.8291999999999993,10147,10147,270.8274000000001,4245.0,0.137462,62,-13,41,2422.0,393.0,11.0,3368.0,-403.0,6.0,DRX
ESPORTSTMNT01/1084580,0,2,DRX,1739,1,12,-12,15,1.0,0.0,0.0,0.0,1.0,0.414,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,24959,861.1501,-680.5634999999997,-98.50479999999993,40,1.3800999999999997,6,0.2070000000000003,4,104.0,3.5882999999999994,18630,18630,642.7833,11935.0,0.5028699999999999,102,4,42,2555.0,1475.0,43.0,6357.0,2813.0,71.0,Afreeca Freecs
ESPORTSTMNT01/1084609,0,3,Afreeca Freecs,1679,0,-15,15,-35,-4.0,-1.0,0.0,0.0,0.0,-0.5361,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-6.0,1.0,0.0,-1.0,-21021,-751.1970999999999,502.3705,147.90949999999975,-16,-0.5717000000000003,-15,-0.536,-4,-41.0,-1.4652000000000003,-12517,-12517,-447.30190000000016,-4898.0,-0.21051199999999998,-29,-2,2,-2225.0,-1224.0,-15.0,-2101.0,-943.0,-37.0,DRX
ESPORTSTMNT01/1074467,0,1,FlyQuest,2381,0,-6,6,-20,-2.0,0.0,0.0,0.0,1.0,-0.1512,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-2.0,0.0,-1.0,0.0,1.0,-1.0,-9977,-251.4152999999999,108.1561999999999,-724.2334999999998,-18,-0.4536000000000002,-6,-0.1512,-14,-14.0,-0.3528000000000002,-4889,-4889,-123.20029999999997,5950.0,0.184998,27,43,6,-328.0,-89.0,-25.0,-1644.0,-966.0,-28.0,Golden Guardians
ESPORTSTMNT01/1074525,0,1,Team Liquid,1981,0,-7,7,-23,0.0,0.0,0.0,0.0,0.0,-0.212,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-9.0,0.0,0.0,-3.0,-16328,-494.5381,242.93790000000035,382.1404000000002,5,0.15139999999999976,-19,-0.5754999999999999,-13,-39.0,-1.1811999999999996,-12107,-12107,-366.6935,-6560.0,-0.244914,-74,-6,-43,-1484.0,-1827.0,-23.0,-3155.0,-2587.0,-23.0,Team SoloMid
ESPORTSTMNT01/1074560,0,1,FlyQuest,2146,1,4,-4,18,1.0,1.0,0.0,0.0,0.0,0.11189999999999994,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10643,297.5675000000001,-152.8517999999999,-1531.7055,-17,-0.47529999999999983,4,0.1117999999999999,-13,-79.0,-2.208700000000001,4009,4009,112.08760000000007,-597.0,-0.01886956,-11,29,-19,-346.0,219.0,-21.0,-542.0,-1522.0,-66.0,Golden Guardians
4377-5809,0,1,LGD Gaming,1889,0,-9,9,-35,-5.0,0.0,0.0,0.0,1.0,-0.28590000000000004,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.0,1.0,-7.0,1.0,0.0,-2.0,-14400,-457.3849,129.4653000000003,-23.02800000000002,1,0.03180000000000005,-4,-0.1271,3,-23.0,-0.7305000000000001,-10931,-10931,-347.19960000000003,-8325.0,-0.329296,-42,-10,-24,-213.0,-1017.0,-30.0,326.0,-1322.0,-40.0,JD Gaming
4377-5811,0,2,LGD Gaming,1523,1,13,-13,27,2.0,0.0,0.0,0.0,0.0,0.5121,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,21714,855.4432000000002,-706.3689999999997,-1.812199999999848,-7,-0.27580000000000027,12,0.4728,-10,22.0,0.8667000000000007,8973,8973,353.49969999999996,492.0,0.0234542,-4,-7,0,346.0,-1213.0,-29.0,714.0,-1391.0,-33.0,JD Gaming
4377-5812,0,3,JD Gaming,1832,0,-12,12,-33,-5.0,0.0,0.0,0.0,1.0,-0.393,0.0,0.0,-4.0,-4.0,-1.0,0.0,-1.0,-2.0,0.0,1.0,1.0,0.0,-1.0,1.0,-9.0,0.0,0.0,-3.0,-25754,-843.4716000000001,645.6222000000002,861.0589,20,0.6549999999999998,-32,-1.048,-4,-76.0,-2.489,-9694,-9694,-317.4891,-5719.0,-0.215402,-50,-20,-13,1035.0,559.0,11.0,602.0,-1288.0,-17.0,LGD Gaming
ESPORTSTMNT02/1030567,0,1,MAD Team,2453,0,6,-6,10,0.0,1.0,1.0,0.0,1.0,0.1468,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,27944,683.5059999999999,-325.8784999999998,-457.2033999999999,23,0.5625999999999998,-5,-0.12230000000000008,-7,30.0,0.7337999999999996,2947,2947,72.08320000000003,4835.0,0.14285179999999997,48,28,12,641.0,-137.0,-11.0,685.0,511.0,-8.0,Machi Esports
ESPORTSTMNT02/1030572,0,2,Machi Esports,2190,0,-8,8,-28,-2.0,-1.0,0.0,0.0,1.0,-0.21919999999999998,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,-5.0,0.0,1.0,-1.0,-12985,-355.75340000000006,212.54790000000003,274.93150000000014,-64,-1.7534,16,0.4382999999999999,-14,-47.0,-1.2877,-6628,-6628,-181.58900000000017,-3017.0,-0.097968,-39,-12,-8,49.0,94.0,8.0,1076.0,-6.0,21.0,MAD Team
ESPORTSTMNT02/1030593,0,3,MAD Team,2362,1,5,-5,11,0.0,0.0,0.0,0.0,1.0,0.127,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,1.0,2.0,1.0,1.0,1.0,9166,232.8366000000001,-14.301500000000033,-654.7926000000002,10,0.254,12,0.30479999999999996,11,37.0,0.9399000000000006,5778,5778,146.7739999999999,-858.0,-0.026937,70,19,22,1079.0,-85.0,-4.0,3687.0,2018.0,17.0,Machi Esports
ESPORTSTMNT02/1020997,0,1,Gen.G,1950,0,-6,6,-7,0.0,0.0,0.0,0.0,0.0,-0.1847,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-3.0,-16371,-503.72299999999996,419.2307999999998,515.4768999999999,30,0.9230999999999998,-13,-0.3999999999999999,-3,45.0,1.3845999999999998,-11565,-11565,-355.84620000000007,-5408.0,-0.1993586,-33,-30,-12,198.0,-50.0,14.0,615.0,-124.0,11.0,DAMWON Gaming
ESPORTSTMNT02/1021019,0,2,DAMWON Gaming,2427,1,-2,2,-6,-2.0,0.0,0.0,0.0,1.0,-0.04949999999999999,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,6578,162.6205,-157.9480999999996,-99.03589999999986,-5,-0.12359999999999971,1,0.024700000000000166,8,-4.0,-0.09890000000000043,5269,5269,130.2596000000001,2870.0,0.0847946,51,-1,20,777.0,-17.0,17.0,2795.0,219.0,6.0,Gen.G
ESPORTSTMNT02/1021234,0,1,Griffin,1916,0,-4,4,-21,0.0,0.0,0.0,0.0,1.0,-0.12529999999999997,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-2.0,1.0,-3.0,1.0,1.0,-1.0,12166,380.98119999999994,-762.5573999999999,-1108.2151000000001,-62,-1.9416000000000002,18,0.5636000000000001,-18,-35.0,-1.0960999999999999,-7795,-7795,-244.1022999999999,1682.0,0.0641384,3,14,17,-36.0,-263.0,2.0,3462.0,2369.0,7.0,DRX
4381-5819,0,1,Snake Esports,1944,0,-16,16,-32,-1.0,0.0,0.0,0.0,0.0,-0.4938,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-1.0,-4568,-140.98759999999993,-162.1913999999997,-231.4197999999999,18,0.5556000000000001,2,0.06170000000000009,3,8.0,0.2469999999999999,-13341,-13341,-411.75930000000005,-9385.0,-0.35286999999999996,-45,-36,-13,-221.0,-709.0,20.0,-862.0,-586.0,30.0,LGD Gaming
ESPORTSTMNT02/1021291,0,2,DRX,2028,1,6,-6,20,1.0,0.0,0.0,0.0,1.0,0.17759999999999998,0.0,1.0,5.0,5.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,3.0,12312,364.26030000000014,-22.366799999999785,676.2426,35,1.0355000000000003,-4,-0.11830000000000007,-11,74.0,2.189400000000001,9987,9987,295.47339999999997,6737.0,0.233594,74,13,20,315.0,-140.0,1.0,-458.0,-1361.0,30.0,Griffin
4381-5820,0,2,Snake Esports,1769,0,-9,9,-20,-2.0,0.0,0.0,0.0,1.0,-0.3053,0.0,1.0,-1.0,0.0,-0.25,-0.25,-0.25,-0.25,0.0,0.0,-1.0,0.0,-1.0,0.0,-10.0,0.0,0.0,-3.0,-14844,-503.47090000000003,76.6872999999996,325.8451,4,0.13569999999999993,-6,-0.20350000000000001,5,-14.0,-0.4748999999999999,-10790,-10790,-365.9694999999999,-8065.0,-0.348814,-34,-10,-18,-91.0,69.0,6.0,-1133.0,-848.0,6.0,LGD Gaming
ESPORTSTMNT05/1120199,1,1,Fnatic,2075,1,11,-11,29,4.0,0.0,0.0,0.0,0.0,0.3181,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,2.0,0.0,9.0,0.0,1.0,3.0,-5717,-165.31090000000017,157.82169999999996,271.9229,-10,-0.2891999999999997,25,0.7228999999999999,9,32.0,0.9252999999999991,9468,9468,273.7735,6798.0,0.22073600000000002,11,6,-11,-1293.0,-29.0,-16.0,-1155.0,1219.0,-12.0,Team Vitality
ESPORTSTMNT05/1120210,1,2,Fnatic,1735,1,9,-9,26,1.0,0.0,0.0,0.0,0.0,0.3112,0.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,-1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,5444,188.26510000000007,-67.7464,-404.4380000000001,-10,-0.34579999999999966,5,0.17290000000000005,7,-17.0,-0.5879000000000003,11022,11022,381.1642999999999,10120.0,0.40222600000000003,108,52,38,-950.0,141.0,0.0,343.0,500.0,15.0,Team Vitality
ESPORTSTMNT05/1120212,1,3,Team Vitality,1313,0,-20,20,-34,-2.0,-1.0,-1.0,-1.0,0.0,-0.9138999999999999,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-7.0,0.0,0.0,-1.0,-17864,-816.3290000000002,50.54069999999956,-366.3518999999999,-6,-0.2742,-3,-0.1371000000000001,3,-23.0,-1.0510000000000002,-17280,-17280,-789.642,-8475.0,-0.42708599999999997,-80,-28,-41,-2109.0,-1476.0,-35.0,-6057.0,-5016.0,-100.0,Fnatic
ESPORTSTMNT02/1021526,0,1,SANDBOX Gaming,1704,1,10,-10,23,1.0,0.0,0.0,0.0,1.0,0.3521,0.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,15234,536.4085,-268.5915,412.81690000000003,-10,-0.3522000000000003,25,0.8802999999999999,4,34.0,1.1972000000000005,12154,12154,427.95780000000013,6175.0,0.271158,52,1,8,442.0,-333.0,23.0,1159.0,826.0,55.0,Gen.G
4383-5823,0,1,Top Esports,2407,1,0,0,-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-2.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-2.0,0.0,0.0,-2.0,-37066,-923.9551999999999,856.8758000000003,2006.0738999999999,-12,-0.29910000000000014,-3,-0.07469999999999999,-14,-86.0,-2.143700000000001,1538,1538,38.338199999999915,1087.0,0.0305868,15,17,13,-1113.0,-1091.0,-17.0,-2200.0,-292.0,-10.0,Bilibili Gaming
ESPORTSTMNT02/1021559,0,2,Gen.G,2196,1,8,-8,23,0.0,-1.0,0.0,0.0,1.0,0.21860000000000002,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,3.0,-11461,-313.1421,326.9126000000001,498.1694,-10,-0.2732000000000001,20,0.5463999999999998,10,52.0,1.4208000000000007,8341,8341,227.89620000000014,2770.0,0.0907008,-15,-28,-6,-321.0,-14.0,-8.0,521.0,381.0,-38.0,SANDBOX Gaming
ESPORTSTMNT02/1021566,0,1,J Team,1895,1,11,-11,31,1.0,0.0,1.0,0.0,1.0,0.34830000000000005,0.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,19354,612.7915,104.26380000000017,713.7309,-13,-0.41159999999999997,14,0.4433,-2,-1.0,-0.03160000000000007,13985,13985,442.79679999999996,9173.0,0.346174,56,8,27,1300.0,488.0,-10.0,1215.0,2050.0,16.0,Machi Esports
4383-5824,0,2,Bilibili Gaming,2289,1,9,-8,16,3.0,0.0,0.0,0.0,0.0,0.2359,0.0,1.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,13487,353.52559999999994,-413.49929999999995,-302.30669999999986,24,0.6289999999999996,-10,-0.2621,7,2.0,0.0525000000000011,4353,4353,114.10220000000004,7333.0,0.227852,13,18,10,-867.0,-1027.0,-66.0,-1281.0,-1099.0,-65.0,Top Esports
ESPORTSTMNT02/1021570,0,3,SANDBOX Gaming,2157,1,-5,5,-23,1.0,-1.0,0.0,0.0,0.0,-0.1391,0.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,-1.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,15589,433.6300000000001,-174.54799999999977,-184.00559999999996,-23,-0.6398000000000001,22,0.6118999999999999,-2,-17.0,-0.47279999999999944,4023,4023,111.9054000000001,6132.0,0.204516,83,17,16,-9.0,8.0,29.0,-2363.0,-1979.0,20.0,Gen.G
ESPORTSTMNT02/1021571,0,2,Machi Esports,1888,0,-10,10,-32,-2.0,-1.0,-1.0,0.0,0.0,-0.3178,0.0,1.0,-2.0,-2.0,1.0,0.0,0.0,-3.0,0.0,1.0,1.0,0.0,-1.0,1.0,-4.0,1.0,1.0,-1.0,-577,-18.33690000000024,-394.86230000000023,156.83260000000018,-3,-0.09529999999999994,-14,-0.44489999999999985,0,-51.0,-1.6206999999999994,-10413,-10413,-330.9215999999999,-3040.0,-0.1187778,-14,-9,-5,-435.0,-90.0,-7.0,-1925.0,-2821.0,-39.0,J Team
4383-5825,0,3,Top Esports,2719,1,-5,5,-13,0.0,1.0,1.0,0.0,1.0,-0.11030000000000001,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,26125,576.4987000000001,-638.3081999999999,-255.35860000000002,-40,-0.8827000000000003,12,0.2647999999999999,-10,-91.0,-2.0080999999999998,-5048,-5048,-111.39390000000003,-6808.0,-0.1783856,-28,-35,-9,1046.0,209.0,49.0,1867.0,247.0,51.0,Bilibili Gaming
ESPORTSTMNT02/1031716,1,1,FlyQuest,1764,0,-16,16,-37,-2.0,0.0,0.0,0.0,0.0,-0.5442,0.0,0.0,-4.0,-4.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-3.0,-32291,-1098.3334000000002,895.8163000000002,14.932000000000016,-8,-0.2722000000000002,-19,-0.6463,4,-80.0,-2.7211,-14325,-14325,-487.2448999999999,-9325.0,-0.386228,-19,12,-16,-1489.0,-86.0,-44.0,-3549.0,-2257.0,-65.0,Golden Guardians
ESPORTSTMNT02/1031737,1,2,FlyQuest,1742,1,7,-7,20,2.0,0.0,0.0,0.0,0.0,0.2411,0.0,1.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,-1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,29102,1002.3651,-784.4431999999997,-1351.4122,-3,-0.10329999999999995,10,0.34450000000000003,-17,26.0,0.8955000000000002,9533,9533,328.34670000000006,4822.0,0.203938,47,18,25,848.0,896.0,37.0,394.0,868.0,35.0,Golden Guardians
ESPORTSTMNT02/1031743,1,3,FlyQuest,2007,0,-7,7,-19,-1.0,0.0,0.0,0.0,0.0,-0.2092,0.0,0.0,-5.0,-5.0,-2.0,0.0,-3.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,-9.0,0.0,0.0,-4.0,-15414,-460.80719999999997,107.3244000000002,-1281.1061,-25,-0.7474000000000003,-11,-0.3289000000000002,-16,-69.0,-2.0628,-10039,-10039,-300.1196000000001,-7200.0,-0.273764,-30,18,-9,-699.0,-1159.0,-9.0,-2415.0,-1290.0,-13.0,Golden Guardians
ESPORTSTMNT02/1031745,1,4,FlyQuest,2717,1,4,-4,6,3.0,1.0,0.0,0.0,0.0,0.08829999999999999,0.0,1.0,0.0,1.0,0.0,2.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,11404,251.8366000000001,-371.6379000000002,-1356.3931000000002,-46,-1.0158,6,0.13249999999999984,-12,-64.0,-1.4134000000000002,4674,4674,103.21680000000015,-2247.0,-0.058701800000000005,99,34,19,1403.0,1970.0,44.0,1263.0,1425.0,51.0,Golden Guardians
ESPORTSTMNT02/1031747,1,5,FlyQuest,1816,1,9,-9,23,2.0,0.0,0.0,0.0,1.0,0.2974,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,14122,466.5858999999998,-416.7620999999999,-53.094699999999875,19,0.6277000000000004,-7,-0.23120000000000007,5,37.0,1.2224999999999993,12281,12281,405.7598999999999,6463.0,0.271262,93,37,29,346.0,132.0,-3.0,2418.0,1717.0,-14.0,Golden Guardians
4385-5829,0,1,Suning,2008,0,-10,10,-17,-1.0,0.0,0.0,0.0,0.0,-0.29879999999999995,0.0,0.0,-5.0,-5.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-11.0,0.0,0.0,-3.0,-20363,-608.4560999999999,88.6255000000001,259.1533999999999,14,0.4182999999999999,-28,-0.8366000000000002,10,-51.0,-1.5238999999999994,-16199,-16199,-484.0339,-11688.0,-0.429792,-111,-35,-36,-1714.0,-779.0,-24.0,-3566.0,-1995.0,-50.0,SinoDragon Gaming
4385-5830,0,2,SinoDragon Gaming,2085,1,-6,6,-18,-2.0,0.0,0.0,0.0,0.0,-0.17270000000000002,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1705,49.064800000000105,25.89930000000004,155.71219999999994,-39,-1.1223,8,0.23019999999999996,-15,-51.0,-1.4676,3060,3060,88.0576000000001,-58.0,-0.0019463420000000002,14,-1,3,-377.0,-506.0,40.0,-915.0,-1311.0,66.0,Suning
ESPORTSTMNT02/1031773,0,1,KT Rolster,2604,0,1,-1,-4,-2.0,0.0,0.0,0.0,1.0,0.02310000000000001,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-6.0,0.0,0.0,-1.0,-3369,-77.62670000000026,103.31790000000001,524.1244000000002,19,0.4378000000000002,-15,-0.3455999999999999,-1,-12.0,-0.27649999999999864,-10743,-10743,-247.53449999999998,-8175.0,-0.224858,-25,-11,-7,854.0,615.0,1.0,1280.0,2282.0,15.0,DAMWON Gaming
4387-5833,0,1,Team WE,1325,1,12,-12,25,3.0,0.0,0.0,0.0,1.0,0.5434,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,1643,74.40000000000009,144.40750000000003,449.8868,1,0.045299999999999674,6,0.27170000000000005,2,19.0,0.8602999999999996,10756,10756,487.06420000000014,5903.0,0.33629000000000003,42,-2,20,412.0,936.0,11.0,2768.0,2402.0,18.0,JD Gaming
ESPORTSTMNT02/1021831,0,2,DAMWON Gaming,1615,1,6,-6,10,3.0,0.0,0.0,0.0,0.0,0.2229,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,9439,350.6749,-236.76780000000008,43.690399999999954,-3,-0.11150000000000038,23,0.8544999999999998,13,48.0,1.7832999999999997,11934,11934,443.36839999999995,6075.0,0.286418,51,-5,16,1249.0,1185.0,19.0,1402.0,1364.0,22.0,KT Rolster
4387-5835,0,2,JD Gaming,1468,0,-17,17,-45,-2.0,-1.0,-1.0,0.0,0.0,-0.6948,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-7.0,1.0,0.0,-1.0,-17383,-710.4769000000001,653.5831000000003,230.55849999999987,-17,-0.6949000000000001,-7,-0.2861,-4,-70.0,-2.8609999999999998,-11966,-11966,-489.07360000000006,-8708.0,-0.41962200000000005,-14,2,-12,-1163.0,-565.0,-9.0,-2194.0,-1114.0,-11.0,Team WE
ESPORTSTMNT02/1031896,1,1,Echo Fox,2227,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,10596,285.4782,-210.33679999999958,-270.14819999999963,-40,-1.0777,27,0.7273999999999999,-15,24.0,0.6466000000000003,6955,6955,187.38210000000004,1442.0,0.0466636,40,-14,13,777.0,-354.0,33.0,1121.0,-797.0,31.0,Team SoloMid
ESPORTSTMNT02/1031912,1,2,Echo Fox,1938,0,-15,15,-36,-2.0,0.0,0.0,0.0,0.0,-0.46440000000000003,0.0,0.0,-4.0,-4.0,0.0,0.0,-2.0,-2.0,0.0,1.0,1.0,0.0,-1.0,1.0,-10.0,0.0,0.0,-3.0,-18575,-575.0773999999999,199.13319999999976,250.99069999999983,-9,-0.2786999999999997,-4,-0.12380000000000013,-6,-37.0,-1.1455000000000002,-11286,-11286,-349.41179999999997,-5492.0,-0.210708,-27,13,-18,-1291.0,-1374.0,-11.0,-2366.0,-3543.0,-34.0,Team SoloMid
ESPORTSTMNT02/1031920,1,3,Echo Fox,1676,0,-11,12,-29,0.0,0.0,0.0,0.0,0.0,-0.39380000000000004,0.0,1.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-1.0,-17905,-640.9904000000001,345.0358000000001,3.436700000000201,-12,-0.42959999999999976,5,0.17900000000000005,0,-2.0,-0.07160000000000011,-12558,-12558,-449.57040000000006,-6315.0,-0.281526,-12,11,-10,-873.0,-271.0,-15.0,-2738.0,-2915.0,-39.0,Team SoloMid
ESPORTSTMNT02/1031926,1,4,Echo Fox,2495,0,-10,10,-21,-4.0,-1.0,0.0,0.0,1.0,-0.2405,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,-1.0,1.0,1.0,0.0,-3.0,0.0,-8.0,0.0,1.0,-3.0,-11861,-285.2345,-163.4308000000001,194.09209999999985,-18,-0.43290000000000006,2,0.04810000000000003,-10,-33.0,-0.7936000000000005,-7869,-7869,-189.23450000000003,-3558.0,-0.10071619999999999,-80,-36,-44,898.0,656.0,9.0,-172.0,-943.0,-14.0,Team SoloMid
